"Date","Open","High","Low","Close","Volume"
"Dec 30, 2024","4,080.00","4,120.00","4,070.00","4,080.00","153,934,700"
"Dec 27, 2024","135.00","","","",""
"Dec 27, 2024","4,100.00","4,120.00","4,080.00","4,100.00","143,104,400"
"Dec 24, 2024","4,220.00","4,250.00","4,170.00","4,200.00","199,536,100"
"Dec 23, 2024","4,130.00","4,210.00","4,110.00","4,210.00","167,689,800"
"Dec 20, 2024","4,070.00","4,120.00","4,050.00","4,060.00","252,689,600"
"Dec 19, 2024","4,090.00","4,110.00","4,050.00","4,090.00","381,986,300"
"Dec 18, 2024","4,170.00","4,210.00","4,130.00","4,150.00","205,055,500"
"Dec 17, 2024","4,250.00","4,290.00","4,150.00","4,150.00","327,919,000"
"Dec 16, 2024","4,150.00","4,280.00","4,150.00","4,250.00","325,441,900"
"Dec 13, 2024","4,230.00","4,280.00","4,170.00","4,170.00","287,838,100"
"Dec 12, 2024","4,340.00","4,360.00","4,260.00","4,260.00","226,698,900"
"Dec 11, 2024","4,340.00","4,430.00","4,340.00","4,380.00","203,980,300"
"Dec 10, 2024","4,360.00","4,380.00","4,290.00","4,360.00","196,160,900"
"Dec 9, 2024","4,310.00","4,390.00","4,300.00","4,390.00","158,897,200"
"Dec 6, 2024","4,250.00","4,310.00","4,220.00","4,310.00","151,433,000"
"Dec 5, 2024","4,310.00","4,340.00","4,250.00","4,260.00","183,249,300"
"Dec 4, 2024","4,240.00","4,370.00","4,220.00","4,350.00","345,762,200"
"Dec 3, 2024","4,240.00","4,250.00","4,210.00","4,240.00","384,146,700"
"Dec 2, 2024","4,270.00","4,280.00","4,160.00","4,170.00","337,188,900"
"Nov 29, 2024","4,280.00","4,300.00","4,250.00","4,250.00","412,519,800"
"Nov 28, 2024","4,350.00","4,390.00","4,330.00","4,330.00","277,081,800"
"Nov 26, 2024","4,450.00","4,470.00","4,380.00","4,400.00","266,677,500"
"Nov 25, 2024","4,420.00","4,530.00","4,420.00","4,470.00","401,446,400"
"Nov 22, 2024","4,250.00","4,420.00","4,250.00","4,400.00","280,188,100"
"Nov 21, 2024","4,280.00","4,320.00","4,250.00","4,250.00","376,788,400"
"Nov 20, 2024","4,400.00","4,440.00","4,330.00","4,330.00","298,734,600"
"Nov 19, 2024","4,350.00","4,410.00","4,350.00","4,360.00","294,838,700"
"Nov 18, 2024","4,440.00","4,460.00","4,350.00","4,350.00","253,272,300"
"Nov 15, 2024","4,450.00","4,510.00","4,450.00","4,470.00","106,365,600"
"Nov 14, 2024","4,570.00","4,590.00","4,500.00","4,500.00","159,871,800"
"Nov 13, 2024","4,470.00","4,610.00","4,460.00","4,580.00","209,627,200"
"Nov 12, 2024","4,430.00","4,520.00","4,430.00","4,500.00","252,380,100"
"Nov 11, 2024","4,470.00","4,540.00","4,370.00","4,460.00","507,192,300"
"Nov 8, 2024","4,600.00","4,640.00","4,520.00","4,520.00","198,589,900"
"Nov 7, 2024","4,610.00","4,640.00","4,550.00","4,550.00","296,218,600"
"Nov 6, 2024","4,710.00","4,730.00","4,600.00","4,600.00","249,059,500"
"Nov 5, 2024","4,690.00","4,740.00","4,680.00","4,710.00","199,499,300"
"Nov 4, 2024","4,710.00","4,770.00","4,650.00","4,720.00","209,831,500"
"Nov 1, 2024","4,770.00","4,820.00","4,700.00","4,700.00","235,656,400"
"Oct 31, 2024","4,710.00","4,870.00","4,710.00","4,800.00","307,110,400"
"Oct 30, 2024","4,630.00","4,750.00","4,630.00","4,710.00","296,314,500"
"Oct 29, 2024","4,730.00","4,780.00","4,700.00","4,700.00","203,658,600"
"Oct 28, 2024","4,770.00","4,800.00","4,710.00","4,760.00","191,211,000"
"Oct 25, 2024","4,820.00","4,860.00","4,770.00","4,770.00","195,647,800"
"Oct 24, 2024","4,820.00","4,900.00","4,810.00","4,820.00","218,162,100"
"Oct 23, 2024","4,830.00","4,890.00","4,810.00","4,860.00","222,147,300"
"Oct 22, 2024","4,960.00","4,970.00","4,900.00","4,900.00","199,707,500"
"Oct 21, 2024","4,980.00","5,025.00","4,970.00","4,990.00","110,708,200"
"Oct 18, 2024","5,025.00","5,050.00","4,960.00","4,970.00","157,113,000"
"Oct 17, 2024","4,960.00","5,050.00","4,940.00","4,980.00","188,127,700"
"Oct 16, 2024","4,950.00","4,970.00","4,920.00","4,950.00","118,014,300"
"Oct 15, 2024","4,930.00","4,990.00","4,920.00","4,920.00","142,372,200"
"Oct 14, 2024","4,900.00","4,930.00","4,870.00","4,900.00","125,414,400"
"Oct 11, 2024","4,910.00","4,940.00","4,890.00","4,900.00","104,875,300"
"Oct 10, 2024","4,920.00","4,970.00","4,860.00","4,860.00","226,564,700"
"Oct 9, 2024","5,000.00","5,075.00","4,930.00","4,930.00","309,336,600"
"Oct 8, 2024","4,800.00","5,050.00","4,760.00","5,000.00","527,474,400"
"Oct 7, 2024","4,860.00","4,930.00","4,810.00","4,820.00","308,452,200"
"Oct 4, 2024","4,870.00","4,920.00","4,850.00","4,860.00","289,960,700"
"Oct 3, 2024","4,900.00","4,960.00","4,860.00","4,920.00","354,814,800"
"Oct 2, 2024","5,000.00","5,075.00","4,900.00","4,940.00","307,487,600"
"Oct 1, 2024","4,970.00","5,075.00","4,970.00","5,075.00","197,069,300"
"Sep 30, 2024","5,050.00","5,050.00","4,950.00","4,950.00","539,169,900"
"Sep 27, 2024","5,050.00","5,150.00","5,000.00","5,100.00","304,694,300"
"Sep 26, 2024","5,150.00","5,200.00","5,025.00","5,050.00","855,266,800"
"Sep 25, 2024","5,400.00","5,425.00","5,200.00","5,325.00","607,065,900"
"Sep 24, 2024","5,550.00","5,575.00","5,525.00","5,525.00","195,415,700"
"Sep 23, 2024","5,350.00","5,500.00","5,350.00","5,500.00","245,292,000"
"Sep 20, 2024","5,400.00","5,450.00","5,375.00","5,375.00","260,437,400"
"Sep 19, 2024","5,425.00","5,500.00","5,400.00","5,400.00","332,941,100"
"Sep 18, 2024","5,350.00","5,375.00","5,325.00","5,350.00","186,877,300"
"Sep 17, 2024","5,350.00","5,350.00","5,250.00","5,300.00","201,331,600"
"Sep 13, 2024","5,200.00","5,300.00","5,175.00","5,300.00","259,722,600"
"Sep 12, 2024","5,175.00","5,225.00","5,150.00","5,175.00","138,542,100"
"Sep 11, 2024","5,225.00","5,250.00","5,125.00","5,175.00","165,284,900"
"Sep 10, 2024","5,200.00","5,250.00","5,125.00","5,250.00","202,326,400"
"Sep 9, 2024","5,275.00","5,300.00","5,150.00","5,175.00","201,448,700"
"Sep 6, 2024","5,200.00","5,250.00","5,150.00","5,225.00","170,520,700"
"Sep 5, 2024","5,125.00","5,150.00","5,075.00","5,150.00","166,436,800"
"Sep 4, 2024","5,100.00","5,175.00","5,100.00","5,100.00","141,890,400"
"Sep 3, 2024","5,225.00","5,250.00","5,150.00","5,175.00","166,033,900"
"Sep 2, 2024","5,150.00","5,225.00","5,150.00","5,175.00","136,717,200"
"Aug 30, 2024","5,175.00","5,175.00","5,125.00","5,150.00","275,298,000"
"Aug 29, 2024","5,125.00","5,175.00","5,100.00","5,125.00","160,041,900"
"Aug 28, 2024","5,100.00","5,175.00","5,025.00","5,150.00","277,561,700"
"Aug 27, 2024","5,250.00","5,275.00","5,100.00","5,175.00","271,088,700"
"Aug 26, 2024","5,200.00","5,325.00","5,200.00","5,300.00","361,169,800"
"Aug 23, 2024","5,150.00","5,200.00","5,125.00","5,150.00","217,759,300"
"Aug 22, 2024","5,125.00","5,150.00","5,025.00","5,050.00","474,043,100"
"Aug 21, 2024","4,990.00","5,100.00","4,980.00","5,100.00","390,307,000"
"Aug 20, 2024","4,860.00","4,950.00","4,840.00","4,950.00","310,085,500"
"Aug 19, 2024","4,820.00","4,820.00","4,750.00","4,820.00","196,203,200"
"Aug 16, 2024","4,850.00","4,870.00","4,830.00","4,830.00","149,701,700"
"Aug 15, 2024","4,850.00","4,870.00","4,790.00","4,830.00","214,394,900"
"Aug 14, 2024","4,770.00","4,840.00","4,760.00","4,820.00","262,716,500"
"Aug 13, 2024","4,700.00","4,750.00","4,690.00","4,720.00","109,533,400"
"Aug 12, 2024","4,720.00","4,720.00","4,650.00","4,680.00","83,552,800"
"Aug 9, 2024","4,700.00","4,730.00","4,670.00","4,670.00","98,730,900"
"Aug 8, 2024","4,600.00","4,690.00","4,590.00","4,660.00","131,343,400"
"Aug 7, 2024","4,640.00","4,640.00","4,590.00","4,620.00","125,937,500"
"Aug 6, 2024","4,550.00","4,650.00","4,520.00","4,600.00","238,051,800"
"Aug 5, 2024","4,660.00","4,670.00","4,510.00","4,530.00","329,430,900"
"Aug 2, 2024","4,730.00","4,750.00","4,690.00","4,710.00","113,328,400"
"Aug 1, 2024","4,710.00","4,750.00","4,690.00","4,750.00","169,636,700"
"Jul 31, 2024","4,650.00","4,710.00","4,650.00","4,670.00","168,490,300"
"Jul 30, 2024","4,720.00","4,740.00","4,670.00","4,670.00","201,835,700"
"Jul 29, 2024","4,800.00","4,800.00","4,760.00","4,780.00","126,109,900"
"Jul 26, 2024","4,760.00","4,810.00","4,740.00","4,760.00","192,267,300"
"Jul 25, 2024","4,760.00","4,760.00","4,660.00","4,700.00","274,397,700"
"Jul 24, 2024","4,770.00","4,800.00","4,760.00","4,780.00","116,037,600"
"Jul 23, 2024","4,900.00","4,910.00","4,780.00","4,790.00","170,919,500"
"Jul 22, 2024","4,920.00","4,940.00","4,880.00","4,910.00","140,128,300"
"Jul 19, 2024","4,870.00","4,910.00","4,850.00","4,900.00","135,104,800"
"Jul 18, 2024","4,760.00","4,890.00","4,750.00","4,890.00","296,614,900"
"Jul 17, 2024","4,750.00","4,810.00","4,720.00","4,760.00","263,325,400"
"Jul 16, 2024","4,820.00","4,840.00","4,730.00","4,730.00","189,271,400"
"Jul 15, 2024","4,920.00","4,930.00","4,810.00","4,820.00","188,713,000"
"Jul 12, 2024","4,970.00","4,980.00","4,880.00","4,900.00","301,125,400"
"Jul 11, 2024","4,910.00","4,920.00","4,840.00","4,840.00","170,461,300"
"Jul 10, 2024","4,870.00","4,920.00","4,840.00","4,850.00","167,619,700"
"Jul 9, 2024","4,780.00","4,930.00","4,750.00","4,870.00","291,320,400"
"Jul 8, 2024","4,800.00","4,830.00","4,740.00","4,750.00","222,042,100"
"Jul 5, 2024","4,850.00","4,870.00","4,790.00","4,800.00","218,278,000"
"Jul 4, 2024","4,680.00","4,830.00","4,660.00","4,790.00","422,261,500"
"Jul 3, 2024","4,630.00","4,640.00","4,560.00","4,600.00","176,310,400"
"Jul 2, 2024","4,610.00","4,630.00","4,570.00","4,570.00","234,403,100"
"Jul 1, 2024","4,630.00","4,670.00","4,560.00","4,630.00","261,421,200"
"Jun 28, 2024","4,590.00","4,640.00","4,580.00","4,600.00","581,319,300"
"Jun 27, 2024","4,410.00","4,500.00","4,380.00","4,460.00","299,430,600"
"Jun 26, 2024","4,390.00","4,430.00","4,350.00","4,370.00","150,303,400"
"Jun 25, 2024","4,320.00","4,400.00","4,280.00","4,380.00","383,572,500"
"Jun 24, 2024","4,440.00","4,510.00","4,400.00","4,400.00","303,830,800"
"Jun 21, 2024","4,280.00","4,490.00","4,260.00","4,440.00","532,713,300"
"Jun 20, 2024","4,130.00","4,270.00","4,130.00","4,270.00","387,133,400"
"Jun 19, 2024","4,100.00","4,240.00","4,090.00","4,100.00","410,338,400"
"Jun 14, 2024","4,300.00","4,320.00","4,170.00","4,180.00","358,893,200"
"Jun 13, 2024","4,400.00","4,420.00","4,300.00","4,310.00","238,349,600"
"Jun 12, 2024","4,340.00","4,360.00","4,310.00","4,350.00","187,332,500"
"Jun 11, 2024","4,380.00","4,440.00","4,340.00","4,340.00","197,854,400"
"Jun 10, 2024","4,350.00","4,430.00","4,320.00","4,400.00","181,387,000"
"Jun 7, 2024","4,490.00","4,500.00","4,350.00","4,350.00","375,439,600"
"Jun 6, 2024","4,450.00","4,500.00","4,390.00","4,500.00","281,534,200"
"Jun 5, 2024","4,500.00","4,500.00","4,400.00","4,400.00","240,788,500"
"Jun 4, 2024","4,560.00","4,590.00","4,450.00","4,450.00","332,902,200"
"Jun 3, 2024","4,430.00","4,560.00","4,400.00","4,530.00","345,770,100"
"May 31, 2024","4,430.00","4,470.00","4,330.00","4,340.00","655,144,100"
"May 30, 2024","4,400.00","4,480.00","4,310.00","4,380.00","502,927,800"
"May 29, 2024","4,480.00","4,500.00","4,400.00","4,410.00","465,008,500"
"May 28, 2024","4,580.00","4,630.00","4,520.00","4,530.00","258,070,200"
"May 27, 2024","4,700.00","4,720.00","4,550.00","4,550.00","363,719,300"
"May 22, 2024","4,650.00","4,770.00","4,650.00","4,720.00","215,066,000"
"May 21, 2024","4,810.00","4,870.00","4,680.00","4,680.00","271,568,800"
"May 20, 2024","4,990.00","5,050.00","4,820.00","4,820.00","335,150,700"
"May 17, 2024","4,840.00","4,960.00","4,820.00","4,920.00","208,991,800"
"May 16, 2024","4,930.00","4,960.00","4,840.00","4,840.00","371,295,000"
"May 15, 2024","4,780.00","4,870.00","4,760.00","4,820.00","298,990,300"
"May 14, 2024","4,720.00","4,810.00","4,700.00","4,730.00","341,458,900"
"May 13, 2024","4,650.00","4,700.00","4,630.00","4,680.00","320,067,100"
"May 8, 2024","4,650.00","4,740.00","4,570.00","4,680.00","572,275,800"
"May 7, 2024","4,770.00","4,780.00","4,670.00","4,670.00","304,013,600"
"May 6, 2024","4,800.00","4,840.00","4,730.00","4,790.00","262,707,400"
"May 3, 2024","4,760.00","4,830.00","4,710.00","4,750.00","321,697,200"
"May 2, 2024","4,910.00","4,920.00","4,700.00","4,760.00","636,922,100"
"Apr 30, 2024","4,850.00","5,050.00","4,820.00","4,940.00","565,609,200"
"Apr 29, 2024","4,700.00","4,890.00","4,680.00","4,770.00","700,644,800"
"Apr 26, 2024","5,050.00","5,100.00","4,830.00","4,830.00","782,589,900"
"Apr 25, 2024","5,125.00","5,200.00","5,050.00","5,150.00","479,170,900"
"Apr 24, 2024","5,250.00","5,350.00","5,150.00","5,225.00","471,241,400"
"Apr 23, 2024","5,350.00","5,400.00","5,225.00","5,300.00","281,403,100"
"Apr 22, 2024","5,200.00","5,325.00","5,150.00","5,300.00","342,282,800"
"Apr 19, 2024","5,350.00","5,375.00","5,250.00","5,275.00","258,211,500"
"Apr 18, 2024","5,300.00","5,500.00","5,300.00","5,475.00","247,410,700"
"Apr 17, 2024","5,475.00","5,500.00","5,300.00","5,300.00","244,002,000"
"Apr 16, 2024","5,375.00","5,575.00","5,350.00","5,350.00","600,717,500"
"Apr 5, 2024","5,625.00","5,700.00","5,625.00","5,650.00","178,817,800"
"Apr 4, 2024","5,650.00","5,750.00","5,650.00","5,700.00","131,936,100"
"Apr 3, 2024","5,575.00","5,675.00","5,525.00","5,625.00","333,518,700"
"Apr 2, 2024","5,850.00","5,950.00","5,625.00","5,675.00","412,180,900"
"Apr 1, 2024","6,000.00","6,025.00","5,825.00","5,925.00","217,207,800"
"Mar 28, 2024","6,100.00","6,200.00","6,025.00","6,050.00","288,926,900"
"Mar 27, 2024","6,300.00","6,325.00","6,225.00","6,250.00","73,308,900"
"Mar 26, 2024","6,300.00","6,300.00","6,200.00","6,300.00","120,748,400"
"Mar 25, 2024","6,250.00","6,250.00","6,125.00","6,250.00","115,729,600"
"Mar 22, 2024","6,050.00","6,125.00","6,050.00","6,125.00","46,529,200"
"Mar 21, 2024","6,175.00","6,200.00","6,100.00","6,100.00","136,020,000"
"Mar 20, 2024","6,000.00","6,100.00","6,000.00","6,100.00","120,885,400"
"Mar 19, 2024","6,000.00","6,050.00","5,975.00","6,000.00","114,338,600"
"Mar 18, 2024","6,000.00","6,100.00","5,975.00","6,000.00","110,564,700"
"Mar 15, 2024","6,000.00","6,075.00","5,950.00","5,975.00","305,995,800"
"Mar 14, 2024","235.00","","","",""
"Mar 14, 2024","6,175.00","6,200.00","6,050.00","6,150.00","271,254,000"
"Mar 13, 2024","6,350.00","6,450.00","6,350.00","6,400.00","195,173,100"
"Mar 8, 2024","6,275.00","6,400.00","6,250.00","6,350.00","163,060,000"
"Mar 7, 2024","6,200.00","6,275.00","6,200.00","6,225.00","117,724,700"
"Mar 6, 2024","6,100.00","6,200.00","6,100.00","6,200.00","84,108,800"
"Mar 5, 2024","6,100.00","6,175.00","6,075.00","6,125.00","115,084,600"
"Mar 4, 2024","6,125.00","6,125.00","6,050.00","6,050.00","70,354,900"
"Mar 1, 2024","6,175.00","6,175.00","6,075.00","6,125.00","76,286,400"
"Feb 29, 2024","6,150.00","6,200.00","6,125.00","6,125.00","173,774,600"
"Feb 28, 2024","6,100.00","6,225.00","6,100.00","6,225.00","97,236,700"
"Feb 27, 2024","6,125.00","6,200.00","6,125.00","6,125.00","99,187,500"
"Feb 26, 2024","6,100.00","6,200.00","6,075.00","6,175.00","98,920,800"
"Feb 23, 2024","6,125.00","6,175.00","6,050.00","6,125.00","148,643,000"
"Feb 22, 2024","6,250.00","6,300.00","6,225.00","6,250.00","100,256,000"
"Feb 21, 2024","6,325.00","6,375.00","6,225.00","6,300.00","168,423,000"
"Feb 20, 2024","6,175.00","6,300.00","6,175.00","6,300.00","160,872,600"
"Feb 19, 2024","6,125.00","6,175.00","6,075.00","6,100.00","111,382,900"
"Feb 16, 2024","6,150.00","6,200.00","6,125.00","6,150.00","130,814,400"
"Feb 15, 2024","6,275.00","6,275.00","6,100.00","6,125.00","308,685,100"
"Feb 13, 2024","6,050.00","6,050.00","5,950.00","6,000.00","145,852,200"
"Feb 12, 2024","5,875.00","6,025.00","5,850.00","6,025.00","171,514,600"
"Feb 7, 2024","5,850.00","5,900.00","5,825.00","5,850.00","147,005,300"
"Feb 6, 2024","5,900.00","5,900.00","5,800.00","5,825.00","126,704,300"
"Feb 5, 2024","5,800.00","5,825.00","5,750.00","5,775.00","113,760,000"
"Feb 2, 2024","5,800.00","5,850.00","5,750.00","5,850.00","177,209,700"
"Feb 1, 2024","5,775.00","5,800.00","5,725.00","5,750.00","156,633,900"
"Jan 31, 2024","5,725.00","5,775.00","5,675.00","5,700.00","245,117,200"
"Jan 30, 2024","5,525.00","5,650.00","5,475.00","5,625.00","150,513,700"
"Jan 29, 2024","5,400.00","5,575.00","5,400.00","5,575.00","145,629,600"
"Jan 26, 2024","5,450.00","5,475.00","5,400.00","5,425.00","185,244,400"
"Jan 25, 2024","5,575.00","5,650.00","5,525.00","5,525.00","120,478,800"
"Jan 24, 2024","5,675.00","5,700.00","5,575.00","5,650.00","104,225,000"
"Jan 23, 2024","5,700.00","5,750.00","5,650.00","5,700.00","122,999,700"
"Jan 22, 2024","5,775.00","5,800.00","5,700.00","5,775.00","97,545,600"
"Jan 19, 2024","5,750.00","5,800.00","5,700.00","5,800.00","75,370,700"
"Jan 18, 2024","5,800.00","5,800.00","5,700.00","5,750.00","87,259,100"
"Jan 17, 2024","5,825.00","5,825.00","5,750.00","5,775.00","107,941,600"
"Jan 16, 2024","5,825.00","5,875.00","5,775.00","5,825.00","97,074,300"
"Jan 15, 2024","5,850.00","5,900.00","5,775.00","5,825.00","115,126,700"
"Jan 12, 2024","5,800.00","5,850.00","5,775.00","5,850.00","109,715,700"
"Jan 11, 2024","5,750.00","5,800.00","5,700.00","5,750.00","116,804,400"
"Jan 10, 2024","5,625.00","5,700.00","5,625.00","5,700.00","82,626,400"
"Jan 9, 2024","5,625.00","5,700.00","5,625.00","5,700.00","105,666,200"
"Jan 8, 2024","5,750.00","5,800.00","5,625.00","5,625.00","152,015,000"
"Jan 5, 2024","5,725.00","5,850.00","5,700.00","5,750.00","134,929,600"
"Jan 4, 2024","5,600.00","5,700.00","5,575.00","5,700.00","92,683,500"
"Jan 3, 2024","5,625.00","5,650.00","5,600.00","5,600.00","83,659,700"
"Jan 2, 2024","84.00","","","",""
"Jan 2, 2024","5,650.00","5,675.00","5,625.00","5,675.00","91,143,100"
"Dec 29, 2023","5,750.00","5,750.00","5,675.00","5,725.00","93,126,000"
"Dec 28, 2023","5,700.00","5,750.00","5,675.00","5,725.00","121,434,600"
